류, 감귤, 조생귤, 1, 0, 200.0
류, 포도, 포도, 0, 0, 426.82925
과채류, 딸기, 설향, 1, 0, 1220.0
과채류, 딸기, 설향, 1, 0, 1060.0
류, 사과, 후지, 1, 0, 138.0
류, 포도, 포도, 0, 0, 426.82925
류, 포도, 샤인마스캇, 1, 0, 700.0
류, 배, 신고, 1, 0, 180.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 감귤, 기타감귤, 1, 0, 300.0
채류, 근대, 적근대, 1, 0, 300.0
류, 감귤, 조생귤, 1, 0, 240.0
류, 감귤, 조생귤, 1, 0, 120.0
류, 체리, 체리, 1, 0, 680.0
류, 감귤, 감귤, 1, 0, 210.0
채류, 무청, 생무청, 1, 0, 500.0
과채류, 방울토마토, 대추방울, 1, 0, 450.0
채류, 달래, 달래, 1, 0, 1452.5
채류, 달래, 달래, 1, 0, 1452.5
류, 감귤, 조생귤, 1, 0, 188.0
류, 떫은감, 대봉시, 1, 0, 80.0
류, 감귤, 조생귤, 1, 0, 290.0
과채류, 딸기, 설향, 1, 0, 1300.0
채소류, 풋고추, 청양, 1, 0, 936.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 떫은감, 대봉시, 1, 0, 90.0
채소류, 풋고추, 청양, 1, 0, 950.0
류, 감귤, 조생귤, 1, 0, 200.0
채소류, 풋고추, 청양, 1, 0, 940.0
류, 오이, 가시오이, 1, 0, 280.0
과채류, 딸기, 설향, 1, 0, 1273.3334
류, 단감, 부유, 1, 0, 210.0
과채류, 방울토마토, 대추방울, 1, 0, 583.3333
류, 사과, 후지, 1, 0, 250.0
과채류, 딸기, 설향, 1, 0, 510.0
류, 파프리카, 파프리카, 1, 0, 909.8
류, 사과, 후지, 1, 0, 260.0
류, 포도, 샤인마스캇, 1, 0, 775.0
류, 감귤, 조생귤, 1, 0, 226.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 감귤, 레드향, 1, 0, 277.77777
과채류, 딸기, 기타딸기, 1, 0, 900.0
채류, 양배추, 양배추, 1, 0, 45.833332
채류, 동초, 동초, 1, 0, 500.0
류, 파프리카, 파프리카, 1, 0, 783.0
채류, 양배추, 양배추, 1, 0, 45.833332
과채류, 딸기, 설향, 1, 0, 600.0
채류, 양배추, 양배추, 1, 0, 62.5
과채류, 방울토마토, 대추방울, 1, 0, 466.66666
채류, 양배추, 양배추, 1, 0, 62.5
과채류, 딸기, 설향, 1, 0, 1210.0
류, 호두, 호두, 1, 0, 3307.6924
류, 단감, 부유, 1, 0, 136.0
류, 감귤, 레드향, 1, 0, 700.0
류, 감귤, 기타감귤, 1, 0, 240.0
류, 무, 기타무, 1, 0, 72.5
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미시마, 1, 0, 400.0
류, 곶감, 기타곶감, 1, 0, 1062.5
류, 표고버섯, 표고버섯, 1, 0, 400.0
채소류, 쪽파, 쪽파, 1, 0, 260.0
류, 가지, 가지, 1, 0, 420.0
류, 감귤, 조생귤, 1, 0, 200.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 625.0
채류, 갓, 홍갓, 1, 0, 150.0
류, 표고버섯, 표고버섯, 1, 0, 400.0
, 고구마, 밤고구마, 1, 0, 158.0
류, 단감, 부유, 1, 0, 110.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 175.0
류, 표고버섯, 표고버섯, 1, 0, 350.0
과채류, 딸기, 설향, 1, 0, 850.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 185.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 675.0
류, 표고버섯, 표고버섯, 1, 0, 400.0
채류, 미나리, 미나리, 1, 0, 650.6667
류, 취나물, 건취나물, 1, 0, 3710.0
과채류, 딸기, 기타딸기, 1, 0, 4400.0
과채류, 딸기, 기타딸기, 1, 0, 1000.0
채소류, 풋고추, 롱그린, 1, 0, 650.0
채류, 청경채, 청경채, 1, 0, 300.0
류, 표고버섯, 표고버섯, 1, 0, 450.0
류, 사과, 미얀마, 1, 0, 349.5
류, 취나물, 기타취나물, 1, 0, 2150.0
, 고구마, 기타, 1, 0, 369.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 168.75
류, 감귤, 비가림감귤, 1, 0, 300.0
류, 호박, 애호박, 1, 0, 350.0
류, 표고버섯, 표고버섯, 1, 0, 450.0
류, 사과, 미얀마, 1, 0, 62.5
채소류, 풋고추, 롱그린, 1, 0, 650.0
 해조류, 미역, 물미역, 1, 0, 61.5
류, 기타, 양채류, 1, 0, 1250.0
류, 사과, 미얀마, 1, 0, 101.0
과채류, 딸기, 설향, 1, 0, 750.0
류, 표고버섯, 표고버섯, 1, 0, 650.0
류, 표고버섯, 표고버섯, 1, 0, 400.0
과채류, 방울토마토, 대추방울, 1, 0, 266.66666
과채류, 딸기, 설향, 1, 0, 400.0
류, 오이, 취청, 1, 0, 570.0
류, 사과, 미얀마, 1, 0, 131.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 100.666664
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 206.25
류, 표고버섯, 표고버섯, 1, 0, 400.0
채류, 깻잎, 깻잎, 1, 0, 950.0
채류, 깻잎, 깻잎, 1, 0, 660.0
채소류, 풋고추, 기타풋고추, 1, 0, 600.0
류, 사과, 미얀마, 1, 0, 169.5
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 250.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 66.666664
과채류, 딸기, 기타딸기, 1, 0, 2350.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 250.0
과채류, 딸기, 기타딸기, 1, 0, 950.0
채류, 깻잎, 깻잎순, 1, 0, 425.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 100.0
채류, 상추, 청상추, 1, 0, 425.0
과채류, 딸기, 설향, 1, 0, 650.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 250.0
채류, 쑥갓, 쑥갓, 1, 0, 402.5
채류, 시금치, 섬초, 1, 0, 380.0
채류, 시금치, 시금치, 1, 0, 345.0
과채류, 딸기, 설향, 1, 0, 900.0
과채류, 토마토, 완숙토마토, 1, 0, 40.0
채소류, 쪽파, 깐쪽파, 1, 0, 550.0
채류, 얼갈이배추, 얼갈이배추, 1, 0, 258.75
채류, 시금치, 시금치, 1, 0, 137.5
류, 감귤, 천혜향, 1, 0, 433.33334
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 150.0
채류, 깻잎, 기타깻잎, 1, 0, 343.75
채소류, 쪽파, 깐쪽파, 1, 0, 470.0
류, 금감, 금감, 1, 0, 460.0
채소류, 쪽파, 깐쪽파, 1, 0, 700.0
류, 기타, 양채류, 1, 0, 3650.0
채소류, 쪽파, 깐쪽파, 1, 0, 680.0
류, 감귤, 천혜향, 1, 0, 476.66666
채류, 양배추, 양배추, 1, 0, 95.0
류, 파프리카, 노랑파프리카, 1, 0, 760.0
류, 사과, 미얀마, 1, 0, 179.5
채류, 시금치, 섬초, 1, 0, 290.0
채류, 깻잎, 기타깻잎, 1, 0, 1150.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 200.0
채류, 부추, 일반부추, 1, 0, 350.0
류, 감귤, 기타감귤, 1, 0, 220.0
류, 감귤, 조생귤, 1, 0, 130.0
류, 무, 월동무, 1, 0, 90.0
채소류, 풋고추, 청양, 1, 0, 610.0
채류, 시금치, 섬초, 1, 0, 530.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 100.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 156.25
류, 사과, 미얀마, 1, 0, 240.0
류, 파프리카, 노랑파프리카, 1, 0, 720.0
류, 가지, 가지, 1, 0, 220.0
류, 느타리버섯, 기타느타리버섯, 1, 0, 190.0
류, 호박, 애호박, 1, 0, 575.0
류, 느타리버섯, 느타리버섯, 1, 0, 360.0
채류, 깻잎, 깻잎순, 1, 0, 287.5
채류, 미나리, 돌미나리, 1, 0, 697.5
과채류, 딸기, 설향, 1, 0, 1400.0
채류, 시금치, 시금치, 1, 0, 300.0
류, 오이, 취청, 1, 0, 570.0
과채류, 딸기, 설향, 1, 0, 900.0
채류, 배추, 쌈배추, 1, 0, 83.75
채류, 시금치, 시금치, 1, 0, 480.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 175.0
채류, 시금치, 섬초, 1, 0, 330.0
류, 양송이, 양송이, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 150.0
채류, 깻잎, 기타깻잎, 1, 0, 512.5
채류, 깻잎, 깻잎, 1, 0, 1430.0
류, 호박, 쥬키니호박, 1, 0, 305.0
, 고구마, 밤고구마, 1, 0, 60.0
류, 감귤, 조생귤, 1, 0, 120.0
류, 표고버섯, 표고버섯, 1, 0, 1200.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 237.5
채류, 시금치, 섬초, 1, 0, 340.0
과채류, 딸기, 설향, 1, 0, 1450.0
, 감자, 기타감자, 1, 0, 140.0
채류, 시금치, 섬초, 1, 0, 380.0
류, 오이, 백다다기, 1, 0, 500.0
류, 표고버섯, 표고버섯, 1, 0, 475.0
과채류, 딸기, 설향, 1, 0, 850.0
채류, 부추, 일반부추, 1, 0, 800.0
류, 사과, 후지, 1, 0, 160.0
류, 오이, 취청, 1, 0, 620.0
, 고구마, 밤고구마, 1, 0, 200.0
류, 느타리버섯, 느타리버섯, 1, 0, 360.0
류, 사과, 미얀마, 1, 0, 150.0
, 고구마, 밤고구마, 1, 0, 200.0
, 고구마, 호박고구마, 1, 0, 330.0
채류, 부추, 일반부추, 1, 0, 400.0
류, 배, 신고, 1, 0, 200.0
류, 단감, 부유, 1, 0, 260.0
류, 감귤, 조생귤, 1, 0, 220.0
과채류, 딸기, 설향, 1, 0, 1250.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 포도, 샤인마스캇, 1, 0, 725.0
류, 감귤, 조생귤, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 1480.0
과채류, 딸기, 설향, 1, 0, 1350.0
류, 감귤, 조생귤, 1, 0, 260.0
류, 감귤, 기타감귤, 1, 0, 316.0
과채류, 딸기, 설향, 1, 0, 520.0
과채류, 딸기, 천사, 1, 0, 890.0
류, 감귤, 조생귤, 1, 0, 100.0
류, 체리, 체리, 1, 0, 760.0
류, 감귤, 조생귤, 1, 0, 260.0
류, 사과, 미얀마, 1, 0, 130.0
, 감자, 기타감자, 1, 0, 255.0
과채류, 방울토마토, 대추방울, 1, 0, 450.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 단감, 부유, 1, 0, 210.0
과채류, 딸기, 설향, 1, 0, 510.0
류, 포도, 샤인마스캇, 1, 0, 675.0
류, 포도, 샤인마스캇, 1, 0, 675.0
 해조류, 미역, 기타, 1, 0, 160.0
 해조류, 파래, 기타, 1, 0, 200.0
 해조류, 우뭇가사리, 톳, 1, 0, 350.0
 해조류, 모자반, 모자반, 1, 0, 450.0
류, 감귤, 조생귤, 1, 0, 260.0
과채류, 딸기, 설향, 1, 0, 1220.0
류, 감귤, 조생귤, 1, 0, 186.0
채류, 상추, 청상추, 1, 0, 87.5
과채류, 딸기, 설향, 1, 0, 875.0
류, 오이, 취청, 1, 0, 630.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 감귤, 조생귤, 1, 0, 232.0
과채류, 딸기, 설향, 1, 0, 1360.0
과채류, 딸기, 설향, 1, 0, 1160.0
과채류, 딸기, 장희, 1, 0, 680.0
류, 사과, 후지, 1, 0, 270.0
채류, 봄동배추, 봄동배추, 1, 0, 140.0
과채류, 딸기, 기타딸기, 1, 0, 900.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 800.0
류, 파프리카, 파프리카, 1, 0, 783.0
, 고구마, 기타, 1, 0, 82.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 117.333336
, 고구마, 기타, 1, 0, 63.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 514.2857
류, 호두, 호두, 1, 0, 3307.6924
류, 사과, 미얀마, 1, 0, 325.0
과채류, 딸기, 기타딸기, 1, 0, 1200.0
채소류, 쪽파, 깐쪽파, 1, 0, 420.0
류, 바나나, 바나나, 0, 0, 215.38461
과채류, 딸기, 기타딸기, 1, 0, 1100.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 바나나, 바나나, 0, 0, 215.38461
과채류, 방울토마토, 대추방울, 1, 0, 566.6667
류, 바나나, 바나나, 0, 0, 215.38461
류, 바나나, 바나나, 0, 0, 215.38461
류, 감귤, 기타감귤, 1, 0, 200.0
채소류, 풋고추, 청양, 1, 0, 720.0
채소류, 쪽파, 깐쪽파, 1, 0, 320.0
류, 사과, 미얀마, 1, 0, 234.5
류, 사과, 미얀마, 1, 0, 274.0
류, 포도, 샤인마스캇, 1, 0, 560.0
채소류, 풋고추, 청양, 1, 0, 720.0
류, 사과, 미얀마, 1, 0, 292.5
류, 사과, 미얀마, 1, 0, 294.5
채류, 배추, 쌈배추, 1, 0, 120.0
류, 표고버섯, 기타표고버섯, 1, 0, 545.0
류, 사과, 미얀마, 1, 0, 122.5
류, 사과, 미얀마, 1, 0, 150.0
, 고구마, 밤고구마, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 284.5
류, 오이, 취청, 1, 0, 630.0
류, 사과, 미얀마, 1, 0, 250.0
과채류, 딸기, 설향, 1, 0, 1260.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 표고버섯, 표고버섯, 1, 0, 575.0
류, 사과, 미얀마, 1, 0, 345.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 150.0
류, 감귤, 조생귤, 1, 0, 135.0
류, 가지, 가지, 1, 0, 420.0
류, 사과, 미얀마, 1, 0, 389.5
류, 감귤, 조생귤, 1, 0, 176.0
류, 로메인, 로메인, 1, 0, 270.0
, 고구마, 밤고구마, 1, 0, 90.0
류, 새송이, 새송이버섯, 1, 0, 300.0
채류, 얼갈이배추, 알배기, 1, 0, 98.75
류, 도라지, 도라지, 1, 0, 785.0
류, 로메인, 로메인, 1, 0, 245.0
류, 표고버섯, 표고버섯, 1, 0, 650.0
류, 사과, 미얀마, 1, 0, 113.0
류, 사과, 미얀마, 1, 0, 140.0
류, 새송이, 새송이버섯, 1, 0, 300.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 200.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 825.0
류, 칼리플라워(꽃양배추), 칼리플라워, 1, 0, 168.75
과채류, 딸기, 설향, 1, 0, 800.0
류, 새송이, 새송이버섯, 1, 0, 400.0
류, 감귤, 조생귤, 1, 0, 220.0
채류, 얼갈이배추, 알배기, 1, 0, 91.25
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 82.5
류, 적채, 적채, 1, 0, 78.125
류, 새송이, 새송이버섯, 1, 0, 300.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 825.0
류, 새송이, 새송이버섯, 1, 0, 400.0
류, 표고버섯, 표고버섯, 1, 0, 1225.0
류, 사과, 후지, 1, 0, 180.0
류, 무, 기타무, 1, 0, 500.0
류, 오이, 취청, 1, 0, 630.0
과채류, 방울토마토, 대추방울, 1, 0, 300.0
류, 감귤, 조생귤, 1, 0, 160.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 호박, 단호박, 1, 0, 595.0
과채류, 딸기, 기타딸기, 1, 0, 3300.0
류, 만감, 만감, 1, 0, 733.3333
류, 새송이, 새송이버섯, 1, 0, 400.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 193.75
과채류, 딸기, 설향, 1, 0, 880.0
채류, 시금치, 섬초, 1, 0, 550.0
채류, 깻잎, 깻잎, 1, 0, 550.0
채류, 양배추, 양배추, 1, 0, 56.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 무, 기타무, 1, 0, 500.0
류, 느타리버섯, 느타리버섯, 1, 0, 350.0
류, 곶감, 기타곶감, 1, 0, 875.0
채류, 깻잎, 깻잎순, 1, 0, 262.5
류, 치커리, 치커리, 1, 0, 250.0
채소류, 풋고추, 청양, 1, 0, 560.0
채류, 미나리, 미나리, 1, 0, 588.0
류, 표고버섯, 표고버섯, 1, 0, 380.0
류, 새송이, 새송이버섯, 1, 0, 400.0
채류, 양배추, 양배추, 1, 0, 95.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 파프리카, 노랑파프리카, 1, 0, 960.0
과채류, 딸기, 죽향, 1, 0, 4000.0
류, 오이, 취청, 1, 0, 430.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 206.25
채류, 시금치, 섬초, 1, 0, 340.0
류, 연근, 연근, 1, 0, 310.0
류, 표고버섯, 표고버섯, 1, 0, 625.0
채류, 고수, 고수, 1, 0, 750.0
류, 감귤, 기타감귤, 1, 0, 280.0
류, 적채, 적채, 1, 0, 81.25
류, 양송이, 양송이, 1, 0, 450.0
채류, 깻잎, 기타깻잎, 1, 0, 487.5
채류, 시금치, 시금치, 1, 0, 176.92308
과채류, 방울토마토, 방울토마토, 1, 0, 480.0
류, 사과, 후지, 1, 0, 150.0
채류, 미나리, 돌미나리, 1, 0, 570.0
채류, 시금치, 섬초, 1, 0, 300.0
, 고구마, 밤고구마, 1, 0, 55.0
류, 감귤, 조생귤, 1, 0, 230.0
류, 호박, 쥬키니호박, 1, 0, 290.0
류, 금감, 금감, 1, 0, 480.0
채류, 상추, 적상추, 1, 0, 630.0
류, 단감, 부유, 1, 0, 160.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 96.666664
채류, 깻잎, 기타깻잎, 1, 0, 925.0
과채류, 딸기, 기타딸기, 1, 0, 1300.0
채류, 부추, 일반부추, 1, 0, 740.0
과채류, 딸기, 설향, 1, 0, 400.0
류, 오이, 백다다기, 1, 0, 535.0
채류, 고추잎, 생고추잎, 1, 0, 1000.0
과채류, 방울토마토, 대추방울, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 680.0
과채류, 딸기, 기타딸기, 1, 0, 1250.0
채류, 배추, 월동배추, 1, 0, 54.0
류, 오이, 취청, 1, 0, 650.0
류, 오이, 백다다기, 1, 0, 472.22223
, 고구마, 밤고구마, 1, 0, 206.0
채류, 부추, 일반부추, 1, 0, 314.2857
채류, 깻잎, 깻잎순, 1, 0, 275.0
채류, 시금치, 섬초, 1, 0, 280.0
류, 표고버섯, 표고버섯, 1, 0, 480.0
류, 오이, 백다다기, 1, 0, 229.0
류, 감귤, 조생귤, 1, 0, 160.0
과채류, 딸기, 설향, 1, 0, 1150.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 표고버섯, 표고버섯, 1, 0, 400.0
채류, 시금치, 시금치, 1, 0, 200.0
류, 호박, 쥬키니호박, 1, 0, 310.0
과채류, 딸기, 설향, 1, 0, 1000.0
과채류, 딸기, 설향, 1, 0, 920.0
채류, 쑥갓, 쑥갓, 1, 0, 475.0
류, 표고버섯, 표고버섯, 1, 0, 500.0
과채류, 방울토마토, 대추방울, 1, 0, 216.66667
채류, 시금치, 섬초, 1, 0, 370.0
류, 감귤, 조생귤, 1, 0, 140.0
채류, 미나리, 돌미나리, 1, 0, 357.5
과채류, 토마토, 대저토마토, 1, 0, 640.0
과채류, 딸기, 설향, 1, 0, 580.0
채류, 시금치, 섬초, 1, 0, 360.0
류, 포도, 샤인마스캇, 1, 0, 650.0
과채류, 딸기, 설향, 1, 0, 1030.0
류, 포도, 샤인마스캇, 1, 0, 400.0
채류, 시금치, 시금치, 1, 0, 310.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 감귤, 기타감귤, 1, 0, 286.0
과채류, 딸기, 천사, 1, 0, 900.0
채류, 고수, 고수, 1, 0, 1075.0
류, 감귤, 조생귤, 1, 0, 240.0
류, 감귤, 조생귤, 1, 0, 310.0
채소류, 쪽파, 깐쪽파, 1, 0, 650.0
류, 사과, 미얀마, 1, 0, 160.0
류, 감귤, 감귤, 1, 0, 160.0
채류, 달래, 달래, 1, 0, 1437.5
채류, 달래, 달래, 1, 0, 1437.5
류, 감귤, 조생귤, 1, 0, 171.0
류, 사과, 후지, 1, 0, 55.0
과채류, 딸기, 설향, 1, 0, 1253.3334
류, 떫은감, 대봉시, 1, 0, 140.0
류, 포도, 샤인마스캇, 1, 0, 762.5
과채류, 딸기, 설향, 1, 0, 740.0
류, 포도, 샤인마스캇, 1, 0, 762.5
류, 포도, 샤인마스캇, 1, 0, 762.5
류, 포도, 샤인마스캇, 1, 0, 762.5
과채류, 딸기, 설향, 1, 0, 800.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 1350.0
류, 사과, 후지, 1, 0, 270.0
류, 사과, 후지, 1, 0, 266.0
류, 감귤, 조생귤, 1, 0, 270.0
류, 감귤, 레드향, 1, 0, 633.3333
채류, 시금치, 시금치, 1, 0, 125.0
채류, 시금치, 시금치, 1, 0, 125.0
류, 오이, 취청, 1, 0, 230.0
과채류, 방울토마토, 대추방울, 1, 0, 400.0
류, 사과, 미얀마, 1, 0, 129.5
과채류, 딸기, 설향, 1, 0, 1000.0
류, 사과, 미얀마, 1, 0, 181.0
류, 사과, 미시마, 1, 0, 170.0
채소류, 쪽파, 쪽파, 1, 0, 358.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 사과, 미얀마, 1, 0, 180.0
류, 사과, 미시마, 1, 0, 80.0
류, 오이, 가시오이, 1, 0, 348.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 사과, 미시마, 1, 0, 100.0
과채류, 딸기, 기타딸기, 1, 0, 1200.0
류, 사과, 미시마, 1, 0, 120.0
류, 사과, 미시마, 1, 0, 140.0
채소류, 쪽파, 쪽파, 1, 0, 344.0
류, 사과, 미시마, 1, 0, 180.0
채소류, 쪽파, 깐쪽파, 1, 0, 612.0
류, 바나나, 바나나, 0, 0, 215.38461
채소류, 쪽파, 깐쪽파, 1, 0, 350.0
류, 사과, 미시마, 1, 0, 200.0
류, 바나나, 바나나, 0, 0, 215.38461
류, 당근, 당근, 1, 0, 115.0
류, 바나나, 바나나, 0, 0, 215.38461
류, 사과, 미얀마, 1, 0, 130.0
류, 바나나, 바나나, 0, 0, 215.38461
류, 사과, 후지, 1, 0, 180.0
류, 바나나, 바나나, 0, 0, 215.38461
과채류, 딸기, 설향, 1, 0, 590.0
류, 참다래(키위), 참다래, 1, 0, 466.0
과채류, 딸기, 설향, 1, 0, 1700.0
과채류, 딸기, 설향, 1, 0, 530.0
류, 감귤, 조생귤, 1, 0, 180.0
과채류, 딸기, 설향, 1, 0, 1375.0
, 고구마, 밤고구마, 1, 0, 222.0
과채류, 딸기, 설향, 1, 0, 1200.0
, 고구마, 밤고구마, 1, 0, 222.0
, 고구마, 밤고구마, 1, 0, 135.0
류, 단감, 부유, 1, 0, 100.0
과채류, 딸기, 설향, 1, 0, 1150.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 사과, 미얀마, 1, 0, 230.0
채류, 얼갈이배추, 알배기, 1, 0, 187.5
과채류, 방울토마토, 대추방울, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 1100.0
류, 감귤, 조생귤, 1, 0, 180.0
류, 감귤, 조생귤, 1, 0, 200.0
과채류, 딸기, 설향, 1, 0, 1250.0
채류, 깻잎, 깻단, 1, 0, 432.5
류, 감귤, 조생귤, 1, 0, 200.0
류, 단감, 부유, 1, 0, 290.0
과채류, 딸기, 설향, 1, 0, 1050.0
채소류, 풋고추, 오이고추, 1, 0, 620.0
과채류, 수박, 수박, 1, 0, 212.5
류, 단감, 부유, 1, 0, 300.0
채소류, 풋고추, 오이고추, 1, 0, 620.0
류, 감귤, 천혜향, 1, 0, 466.66666
채소류, 풋고추, 오이고추, 1, 0, 620.0
류, 감귤, 조생귤, 1, 0, 240.0
채류, 냉이, 일반냉이, 1, 0, 900.0
류, 느타리버섯, 기타느타리버섯, 1, 0, 200.0
채류, 냉이, 일반냉이, 1, 0, 1000.0
류, 표고버섯, 기타표고버섯, 1, 0, 650.0
류, 감귤, 천혜향, 1, 0, 476.66666
류, 감귤, 비가림감귤, 1, 0, 180.0
류, 포도, 포도, 0, 0, 560.9756
류, 감귤, 조생귤, 1, 0, 180.0
류, 표고버섯, 표고버섯, 1, 0, 650.0
채소류, 풋고추, 청양, 1, 0, 951.0
류, 감귤, 기타감귤, 1, 0, 300.0
과채류, 딸기, 설향, 1, 0, 550.0
채소류, 풋고추, 청양, 1, 0, 951.0
채소류, 양파, 양파, 1, 0, 115.333336
류, 호박, 애호박, 1, 0, 195.0
류, 감귤, 조생귤, 1, 0, 130.0
채소류, 양파, 양파, 1, 0, 150.66667
류, 포도, 샤인마스캇, 1, 0, 850.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 66.666664
채소류, 양파, 양파, 1, 0, 150.0
류, 곶감, 기타곶감, 1, 0, 875.0
류, 감귤, 조생귤, 1, 0, 130.0
류, 표고버섯, 표고버섯, 1, 0, 640.0
과채류, 딸기, 기타딸기, 1, 0, 1800.0
채소류, 양파, 양파, 1, 0, 150.0
류, 감귤, 조생귤, 1, 0, 130.0
채소류, 양파, 양파, 1, 0, 154.0
류, 호박, 애호박, 1, 0, 313.33334
과채류, 토마토, 완숙토마토, 1, 0, 50.0
채류, 부추, 일반부추, 1, 0, 330.0
채소류, 양파, 양파, 1, 0, 154.0
채류, 청경채, 청경채, 1, 0, 375.0
과채류, 방울토마토, 방울토마토, 1, 0, 460.0
류, 무, 세척무, 1, 0, 80.0
류, 포도, 샤인마스캇, 1, 0, 450.0
류, 표고버섯, 표고버섯, 1, 0, 1425.0
채소류, 양파, 양파, 1, 0, 153.33333
과채류, 방울토마토, 대추방울, 1, 0, 266.66666
과채류, 딸기, 기타딸기, 1, 0, 1150.0
류, 오이, 취청, 1, 0, 570.0
채류, 깻잎, 깻잎순, 1, 0, 562.5
과채류, 딸기, 설향, 1, 0, 900.0
과채류, 딸기, 설향, 1, 0, 1000.0
, 고구마, 호박고구마, 1, 0, 375.0
과채류, 딸기, 설향, 1, 0, 800.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 225.0
채류, 부추, 일반부추, 1, 0, 640.0
류, 호박, 단호박, 1, 0, 545.0
채류, 고수, 고수, 1, 0, 1700.0
류, 감귤, 조생귤, 1, 0, 120.0
류, 오이, 백다다기, 1, 0, 246.0
채류, 부추, 일반부추, 1, 0, 385.7143
류, 표고버섯, 표고버섯, 1, 0, 450.0
